paths                          , labels
data/Kitchen\kitchen_406.jpg   , Kitchen
data/Kitchen\kitchen_82.jpg    , Kitchen
data/Livingroom\living_143.jpg , Livingroom
data/Bedroom\bed_736.jpg       , Bedroom
data/Kitchen\kitchen_679.jpg   , Kitchen
data/Kitchen\kitchen_1315.jpg  , Kitchen
data/Dinning\din_650.jpg       , Dinning
data/Kitchen\kitchen_330.jpg   , Kitchen
data/Livingroom\living_975.jpg , Livingroom
data/Bedroom\bed_748.jpg       , Bedroom
data/Kitchen\kitchen_553.jpg   , Kitchen
data/Livingroom\living_917.jpg , Livingroom
data/Bathroom\bath_165.jpg     , Bathroom
data/Dinning\din_1208.jpg      , Dinning
data/Livingroom\living_847.jpg , Livingroom
data/Dinning\din_703.jpg       , Dinning
data/Kitchen\kitchen_1172.jpg  , Kitchen
data/Dinning\din_967.jpg       , Dinning
data/Dinning\din_550.jpg       , Dinning
data/Livingroom\living_915.jpg , Livingroom
data/Dinning\din_169.jpg       , Dinning
data/Kitchen\kitchen_940.jpg   , Kitchen
data/Livingroom\living_698.jpg , Livingroom
data/Livingroom\living_1052.jpg, Livingroom
data/Dinning\din_265.jpg       , Dinning
data/Livingroom\living_1033.jpg, Livingroom
data/Bathroom\bath_451.jpg     , Bathroom
data/Dinning\din_1569.jpg      , Dinning
data/Bathroom\bath_1295.jpg    , Bathroom
data/Dinning\din_1043.jpg      , Dinning
data/Bedroom\bed_62.jpg        , Bedroom
data/Bedroom\bed_146.jpg       , Bedroom
data/Livingroom\living_746.jpg , Livingroom
data/Bedroom\bed_692.jpg       , Bedroom
data/Livingroom\living_489.jpg , Livingroom
data/Dinning\din_108.jpg       , Dinning
data/Kitchen\kitchen_1065.jpg  , Kitchen
data/Livingroom\living_1006.jpg, Livingroom
data/Dinning\din_1285.jpg      , Dinning
data/Livingroom\living_1223.jpg, Livingroom
data/Livingroom\living_44.jpg  , Livingroom
data/Livingroom\living_1413.jpg, Livingroom
data/Livingroom\living_605.jpg , Livingroom
data/Bedroom\bed_389.jpg       , Bedroom
data/Livingroom\living_396.jpg , Livingroom
data/Bathroom\bath_1277.jpg    , Bathroom
data/Dinning\din_1561.jpg      , Dinning
data/Kitchen\kitchen_1359.jpg  , Kitchen
data/Livingroom\living_675.jpg , Livingroom
data/Dinning\din_678.jpg       , Dinning
data/Livingroom\living_802.jpg , Livingroom
data/Dinning\din_1219.jpg      , Dinning
data/Livingroom\living_474.jpg , Livingroom
data/Livingroom\living_438.jpg , Livingroom
data/Bedroom\bed_464.jpg       , Bedroom
data/Livingroom\living_822.jpg , Livingroom
data/Dinning\din_919.jpg       , Dinning
data/Livingroom\living_346.jpg , Livingroom
data/Bathroom\bath_105.jpg     , Bathroom
data/Bedroom\bed_354.jpg       , Bedroom
data/Bedroom\bed_1348.jpg      , Bedroom
data/Dinning\din_62.jpg        , Dinning
data/Bedroom\bed_1152.jpg      , Bedroom
data/Bedroom\bed_77.jpg        , Bedroom
data/Bathroom\bath_441.jpg     , Bathroom
data/Dinning\din_627.jpg       , Dinning
data/Dinning\din_1382.jpg      , Dinning
data/Kitchen\kitchen_300.jpg   , Kitchen
data/Dinning\din_1563.jpg      , Dinning
data/Bathroom\bath_790.jpg     , Bathroom
data/Livingroom\living_756.jpg , Livingroom
data/Bathroom\bath_187.jpg     , Bathroom
data/Bedroom\bed_259.jpg       , Bedroom
data/Dinning\din_92.jpg        , Dinning
data/Kitchen\kitchen_654.jpg   , Kitchen
data/Bedroom\bed_1092.jpg      , Bedroom
data/Bathroom\bath_424.jpg     , Bathroom
data/Bedroom\bed_320.jpg       , Bedroom
data/Livingroom\living_117.jpg , Livingroom
data/Dinning\din_1319.jpg      , Dinning
data/Bedroom\bed_185.jpg       , Bedroom
data/Bedroom\bed_1251.jpg      , Bedroom
data/Kitchen\kitchen_1284.jpg  , Kitchen
data/Dinning\din_339.jpg       , Dinning
data/Bathroom\bath_235.jpg     , Bathroom
data/Bedroom\bed_232.jpg       , Bedroom
data/Livingroom\living_1123.jpg, Livingroom
data/Bedroom\bed_1067.jpg      , Bedroom
data/Bathroom\bath_92.jpg      , Bathroom
data/Dinning\din_246.jpg       , Dinning
data/Kitchen\kitchen_975.jpg   , Kitchen
data/Bedroom\bed_1068.jpg      , Bedroom
data/Bathroom\bath_151.jpg     , Bathroom
data/Livingroom\living_1119.jpg, Livingroom
data/Dinning\din_1311.jpg      , Dinning
data/Dinning\din_421.jpg       , Dinning
data/Livingroom\living_889.jpg , Livingroom
data/Bathroom\bath_381.jpg     , Bathroom
data/Livingroom\living_1238.jpg, Livingroom
data/Kitchen\kitchen_1024.jpg  , Kitchen
data/Bedroom\bed_333.jpg       , Bedroom
data/Bedroom\bed_65.jpg        , Bedroom
data/Bathroom\bath_697.jpg     , Bathroom
data/Bathroom\bath_400.jpg     , Bathroom
data/Bedroom\bed_149.jpg       , Bedroom
data/Bathroom\bath_870.jpg     , Bathroom
data/Kitchen\kitchen_766.jpg   , Kitchen
data/Bedroom\bed_315.jpg       , Bedroom
data/Bathroom\bath_162.jpg     , Bathroom
data/Kitchen\kitchen_1260.jpg  , Kitchen
data/Bedroom\bed_1098.jpg      , Bedroom
data/Bedroom\bed_761.jpg       , Bedroom
data/Bathroom\bath_362.jpg     , Bathroom
data/Dinning\din_113.jpg       , Dinning
data/Livingroom\living_1314.jpg, Livingroom
data/Livingroom\living_1027.jpg, Livingroom
data/Livingroom\living_1106.jpg, Livingroom
data/Bathroom\bath_1203.jpg    , Bathroom
data/Bedroom\bed_297.jpg       , Bedroom
data/Livingroom\living_38.jpg  , Livingroom
data/Bathroom\bath_268.jpg     , Bathroom
data/Bedroom\bed_454.jpg       , Bedroom
data/Bedroom\bed_1018.jpg      , Bedroom
data/Kitchen\kitchen_75.jpg    , Kitchen
data/Kitchen\kitchen_653.jpg   , Kitchen
data/Dinning\din_583.jpg       , Dinning
data/Bedroom\bed_1195.jpg      , Bedroom
data/Livingroom\living_712.jpg , Livingroom
data/Bathroom\bath_741.jpg     , Bathroom
data/Livingroom\living_377.jpg , Livingroom
data/Bathroom\bath_896.jpg     , Bathroom
data/Kitchen\kitchen_950.jpg   , Kitchen
data/Livingroom\living_32.jpg  , Livingroom
data/Bathroom\bath_177.jpg     , Bathroom
data/Kitchen\kitchen_1126.jpg  , Kitchen
data/Dinning\din_1141.jpg      , Dinning
data/Bathroom\bath_635.jpg     , Bathroom
data/Livingroom\living_321.jpg , Livingroom
data/Dinning\din_161.jpg       , Dinning
data/Livingroom\living_759.jpg , Livingroom
data/Kitchen\kitchen_194.jpg   , Kitchen
data/Dinning\din_1147.jpg      , Dinning
data/Livingroom\living_437.jpg , Livingroom
data/Bedroom\bed_104.jpg       , Bedroom
data/Livingroom\living_1229.jpg, Livingroom
data/Bedroom\bed_110.jpg       , Bedroom
data/Dinning\din_66.jpg        , Dinning
data/Livingroom\living_389.jpg , Livingroom
data/Dinning\din_689.jpg       , Dinning
data/Dinning\din_1301.jpg      , Dinning
data/Bedroom\bed_344.jpg       , Bedroom
data/Dinning\din_1306.jpg      , Dinning
data/Dinning\din_613.jpg       , Dinning
data/Bathroom\bath_453.jpg     , Bathroom
data/Kitchen\kitchen_987.jpg   , Kitchen
data/Bedroom\bed_685.jpg       , Bedroom
data/Livingroom\living_45.jpg  , Livingroom
data/Bathroom\bath_121.jpg     , Bathroom
data/Bedroom\bed_137.jpg       , Bedroom
data/Kitchen\kitchen_1231.jpg  , Kitchen
data/Dinning\din_35.jpg        , Dinning
data/Dinning\din_208.jpg       , Dinning
data/Kitchen\kitchen_599.jpg   , Kitchen
data/Livingroom\living_999.jpg , Livingroom
data/Dinning\din_1013.jpg      , Dinning
data/Kitchen\kitchen_412.jpg   , Kitchen
data/Bedroom\bed_555.jpg       , Bedroom
data/Livingroom\living_753.jpg , Livingroom
data/Livingroom\living_502.jpg , Livingroom
data/Dinning\din_129.jpg       , Dinning
data/Livingroom\living_351.jpg , Livingroom
data/Bedroom\bed_642.jpg       , Bedroom
data/Bathroom\bath_485.jpg     , Bathroom
data/Bathroom\bath_998.jpg     , Bathroom
data/Livingroom\living_1425.jpg, Livingroom
data/Kitchen\kitchen_16.jpg    , Kitchen
data/Dinning\din_79.jpg        , Dinning
data/Livingroom\living_931.jpg , Livingroom
data/Bedroom\bed_536.jpg       , Bedroom
data/Dinning\din_714.jpg       , Dinning
data/Kitchen\kitchen_1159.jpg  , Kitchen
data/Kitchen\kitchen_1161.jpg  , Kitchen
data/Livingroom\living_161.jpg , Livingroom
data/Livingroom\living_610.jpg , Livingroom
data/Dinning\din_783.jpg       , Dinning
data/Kitchen\kitchen_66.jpg    , Kitchen
data/Dinning\din_1286.jpg      , Dinning
data/Bedroom\bed_1194.jpg      , Bedroom
data/Dinning\din_743.jpg       , Dinning
data/Livingroom\living_227.jpg , Livingroom
data/Bedroom\bed_910.jpg       , Bedroom
data/Bedroom\bed_1281.jpg      , Bedroom
data/Dinning\din_1190.jpg      , Dinning
data/Bedroom\bed_705.jpg       , Bedroom
data/Dinning\din_1468.jpg      , Dinning
data/Bedroom\bed_695.jpg       , Bedroom
data/Bathroom\bath_1139.jpg    , Bathroom
data/Bathroom\bath_674.jpg     , Bathroom
data/Bedroom\bed_813.jpg       , Bedroom
data/Bedroom\bed_721.jpg       , Bedroom
data/Kitchen\kitchen_149.jpg   , Kitchen
data/Bathroom\bath_1171.jpg    , Bathroom
data/Livingroom\living_551.jpg , Livingroom
data/Livingroom\living_1176.jpg, Livingroom
data/Dinning\din_329.jpg       , Dinning
data/Kitchen\kitchen_1196.jpg  , Kitchen
data/Livingroom\living_1032.jpg, Livingroom
data/Bathroom\bath_79.jpg      , Bathroom
data/Bedroom\bed_507.jpg       , Bedroom
data/Kitchen\kitchen_441.jpg   , Kitchen
data/Dinning\din_248.jpg       , Dinning
data/Bedroom\bed_98.jpg        , Bedroom
data/Bedroom\bed_288.jpg       , Bedroom
data/Dinning\din_631.jpg       , Dinning
data/Bedroom\bed_4.jpg         , Bedroom
data/Dinning\din_1231.jpg      , Dinning
data/Dinning\din_84.jpg        , Dinning
data/Dinning\din_235.jpg       , Dinning
data/Kitchen\kitchen_144.jpg   , Kitchen
data/Bedroom\bed_1009.jpg      , Bedroom
data/Livingroom\living_1105.jpg, Livingroom
data/Kitchen\kitchen_636.jpg   , Kitchen
data/Dinning\din_1194.jpg      , Dinning
data/Kitchen\kitchen_705.jpg   , Kitchen
data/Dinning\din_1063.jpg      , Dinning
data/Bedroom\bed_573.jpg       , Bedroom
data/Dinning\din_796.jpg       , Dinning
data/Dinning\din_124.jpg       , Dinning
data/Kitchen\kitchen_997.jpg   , Kitchen
data/Kitchen\kitchen_74.jpg    , Kitchen
data/Bedroom\bed_128.jpg       , Bedroom
data/Kitchen\kitchen_358.jpg   , Kitchen
data/Bedroom\bed_165.jpg       , Bedroom
data/Bedroom\bed_742.jpg       , Bedroom
data/Bathroom\bath_557.jpg     , Bathroom
data/Bedroom\bed_286.jpg       , Bedroom
data/Kitchen\kitchen_381.jpg   , Kitchen
data/Kitchen\kitchen_1036.jpg  , Kitchen
data/Kitchen\kitchen_262.jpg   , Kitchen
data/Bedroom\bed_635.jpg       , Bedroom
data/Bedroom\bed_977.jpg       , Bedroom
data/Livingroom\living_611.jpg , Livingroom
data/Livingroom\living_876.jpg , Livingroom
data/Livingroom\living_1168.jpg, Livingroom
data/Livingroom\living_1047.jpg, Livingroom
data/Bedroom\bed_787.jpg       , Bedroom
data/Livingroom\living_628.jpg , Livingroom
data/Bathroom\bath_5.jpg       , Bathroom
data/Dinning\din_865.jpg       , Dinning
data/Kitchen\kitchen_1002.jpg  , Kitchen
data/Livingroom\living_901.jpg , Livingroom
data/Bedroom\bed_387.jpg       , Bedroom
data/Livingroom\living_1077.jpg, Livingroom
data/Livingroom\living_226.jpg , Livingroom
data/Bedroom\bed_240.jpg       , Bedroom
data/Livingroom\living_1183.jpg, Livingroom
data/Kitchen\kitchen_94.jpg    , Kitchen
data/Livingroom\living_34.jpg  , Livingroom
data/Kitchen\kitchen_251.jpg   , Kitchen
data/Kitchen\kitchen_509.jpg   , Kitchen
data/Bedroom\bed_76.jpg        , Bedroom
data/Bathroom\bath_719.jpg     , Bathroom
data/Dinning\din_330.jpg       , Dinning
data/Livingroom\living_1422.jpg, Livingroom
data/Bedroom\bed_549.jpg       , Bedroom
data/Bathroom\bath_729.jpg     , Bathroom
data/Dinning\din_1548.jpg      , Dinning
data/Livingroom\living_407.jpg , Livingroom
data/Kitchen\kitchen_1298.jpg  , Kitchen
data/Bathroom\bath_1018.jpg    , Bathroom
data/Dinning\din_854.jpg       , Dinning
data/Bedroom\bed_1356.jpg      , Bedroom
data/Bathroom\bath_321.jpg     , Bathroom
data/Livingroom\living_964.jpg , Livingroom
data/Bathroom\bath_561.jpg     , Bathroom
data/Livingroom\living_637.jpg , Livingroom
data/Dinning\din_1261.jpg      , Dinning
data/Kitchen\kitchen_750.jpg   , Kitchen
data/Dinning\din_405.jpg       , Dinning
data/Bedroom\bed_657.jpg       , Bedroom
data/Livingroom\living_1326.jpg, Livingroom
data/Livingroom\living_1272.jpg, Livingroom
data/Livingroom\living_609.jpg , Livingroom
data/Kitchen\kitchen_846.jpg   , Kitchen
data/Dinning\din_740.jpg       , Dinning
data/Livingroom\living_884.jpg , Livingroom
data/Kitchen\kitchen_466.jpg   , Kitchen
data/Bathroom\bath_785.jpg     , Bathroom
data/Kitchen\kitchen_764.jpg   , Kitchen
data/Bedroom\bed_1273.jpg      , Bedroom
data/Bedroom\bed_1417.jpg      , Bedroom
data/Livingroom\living_960.jpg , Livingroom
data/Bedroom\bed_517.jpg       , Bedroom
data/Dinning\din_844.jpg       , Dinning
data/Dinning\din_616.jpg       , Dinning
data/Kitchen\kitchen_51.jpg    , Kitchen
data/Bedroom\bed_495.jpg       , Bedroom
data/Kitchen\kitchen_42.jpg    , Kitchen
data/Bathroom\bath_81.jpg      , Bathroom
data/Bedroom\bed_553.jpg       , Bedroom
data/Dinning\din_923.jpg       , Dinning
data/Bathroom\bath_1038.jpg    , Bathroom
data/Livingroom\living_11.jpg  , Livingroom
data/Livingroom\living_83.jpg  , Livingroom
data/Bedroom\bed_35.jpg        , Bedroom
data/Bedroom\bed_237.jpg       , Bedroom
data/Livingroom\living_240.jpg , Livingroom
data/Kitchen\kitchen_756.jpg   , Kitchen
data/Dinning\din_188.jpg       , Dinning
data/Livingroom\living_654.jpg , Livingroom
data/Kitchen\kitchen_1313.jpg  , Kitchen
data/Bathroom\bath_698.jpg     , Bathroom
data/Dinning\din_1528.jpg      , Dinning
data/Livingroom\living_1062.jpg, Livingroom
data/Livingroom\living_862.jpg , Livingroom
data/Livingroom\living_603.jpg , Livingroom
data/Kitchen\kitchen_346.jpg   , Kitchen
data/Kitchen\kitchen_534.jpg   , Kitchen
data/Dinning\din_1588.jpg      , Dinning
data/Bedroom\bed_8.jpg         , Bedroom
data/Kitchen\kitchen_1241.jpg  , Kitchen
data/Bedroom\bed_227.jpg       , Bedroom
data/Livingroom\living_996.jpg , Livingroom
data/Bedroom\bed_86.jpg        , Bedroom
data/Kitchen\kitchen_655.jpg   , Kitchen
data/Livingroom\living_1193.jpg, Livingroom
data/Bathroom\bath_1283.jpg    , Bathroom
data/Kitchen\kitchen_1327.jpg  , Kitchen
data/Bathroom\bath_168.jpg     , Bathroom
data/Bedroom\bed_1006.jpg      , Bedroom
data/Bedroom\bed_1033.jpg      , Bedroom
data/Livingroom\living_830.jpg , Livingroom
data/Livingroom\living_1070.jpg, Livingroom
data/Bedroom\bed_192.jpg       , Bedroom
data/Kitchen\kitchen_623.jpg   , Kitchen
data/Kitchen\kitchen_541.jpg   , Kitchen
data/Kitchen\kitchen_353.jpg   , Kitchen
data/Livingroom\living_585.jpg , Livingroom
data/Kitchen\kitchen_293.jpg   , Kitchen
data/Bathroom\bath_496.jpg     , Bathroom
data/Bedroom\bed_863.jpg       , Bedroom
data/Kitchen\kitchen_1293.jpg  , Kitchen
data/Kitchen\kitchen_808.jpg   , Kitchen
data/Bedroom\bed_1012.jpg      , Bedroom
data/Livingroom\living_842.jpg , Livingroom
data/Dinning\din_431.jpg       , Dinning
data/Kitchen\kitchen_993.jpg   , Kitchen
data/Kitchen\kitchen_1215.jpg  , Kitchen
data/Livingroom\living_554.jpg , Livingroom
data/Livingroom\living_182.jpg , Livingroom
data/Dinning\din_968.jpg       , Dinning
data/Bedroom\bed_1155.jpg      , Bedroom
data/Bathroom\bath_831.jpg     , Bathroom
data/Livingroom\living_1262.jpg, Livingroom
data/Bathroom\bath_1053.jpg    , Bathroom
data/Kitchen\kitchen_1270.jpg  , Kitchen
data/Livingroom\living_633.jpg , Livingroom
data/Dinning\din_722.jpg       , Dinning
data/Bedroom\bed_280.jpg       , Bedroom
data/Dinning\din_1495.jpg      , Dinning
data/Bedroom\bed_1141.jpg      , Bedroom
data/Livingroom\living_209.jpg , Livingroom
data/Dinning\din_316.jpg       , Dinning
data/Dinning\din_555.jpg       , Dinning
data/Dinning\din_78.jpg        , Dinning
data/Livingroom\living_1175.jpg, Livingroom
data/Bedroom\bed_1187.jpg      , Bedroom
data/Dinning\din_761.jpg       , Dinning
data/Livingroom\living_236.jpg , Livingroom
data/Bathroom\bath_283.jpg     , Bathroom
data/Bedroom\bed_1268.jpg      , Bedroom
data/Kitchen\kitchen_256.jpg   , Kitchen
data/Bedroom\bed_537.jpg       , Bedroom
data/Dinning\din_486.jpg       , Dinning
data/Bathroom\bath_652.jpg     , Bathroom
data/Bathroom\bath_1300.jpg    , Bathroom
data/Bathroom\bath_879.jpg     , Bathroom
data/Livingroom\living_1333.jpg, Livingroom
data/Kitchen\kitchen_986.jpg   , Kitchen
data/Livingroom\living_679.jpg , Livingroom
data/Dinning\din_770.jpg       , Dinning
data/Bedroom\bed_1004.jpg      , Bedroom
data/Bedroom\bed_906.jpg       , Bedroom
data/Dinning\din_1287.jpg      , Dinning
data/Kitchen\kitchen_779.jpg   , Kitchen
data/Bedroom\bed_285.jpg       , Bedroom
data/Dinning\din_1490.jpg      , Dinning
data/Livingroom\living_144.jpg , Livingroom
data/Dinning\din_1048.jpg      , Dinning
data/Kitchen\kitchen_52.jpg    , Kitchen
data/Dinning\din_1070.jpg      , Dinning
data/Dinning\din_1581.jpg      , Dinning
data/Dinning\din_263.jpg       , Dinning
data/Bathroom\bath_918.jpg     , Bathroom
data/Kitchen\kitchen_962.jpg   , Kitchen
data/Livingroom\living_2.jpg   , Livingroom
data/Dinning\din_1277.jpg      , Dinning
data/Bedroom\bed_88.jpg        , Bedroom
data/Kitchen\kitchen_793.jpg   , Kitchen
data/Kitchen\kitchen_131.jpg   , Kitchen
data/Dinning\din_894.jpg       , Dinning
data/Livingroom\living_93.jpg  , Livingroom
data/Bedroom\bed_883.jpg       , Bedroom
data/Kitchen\kitchen_965.jpg   , Kitchen
data/Livingroom\living_692.jpg , Livingroom
data/Dinning\din_745.jpg       , Dinning
data/Dinning\din_540.jpg       , Dinning
data/Kitchen\kitchen_20.jpg    , Kitchen
data/Bedroom\bed_773.jpg       , Bedroom
data/Bedroom\bed_3.jpg         , Bedroom
data/Bedroom\bed_918.jpg       , Bedroom
data/Bathroom\bath_471.jpg     , Bathroom
data/Bedroom\bed_173.jpg       , Bedroom
data/Kitchen\kitchen_1283.jpg  , Kitchen
data/Kitchen\kitchen_551.jpg   , Kitchen
data/Livingroom\living_760.jpg , Livingroom
data/Bedroom\bed_848.jpg       , Bedroom
data/Dinning\din_1058.jpg      , Dinning
data/Bedroom\bed_325.jpg       , Bedroom
data/Bedroom\bed_1010.jpg      , Bedroom
data/Bedroom\bed_757.jpg       , Bedroom
data/Livingroom\living_1233.jpg, Livingroom
data/Bedroom\bed_627.jpg       , Bedroom
data/Bedroom\bed_318.jpg       , Bedroom
data/Bathroom\bath_488.jpg     , Bathroom
data/Bedroom\bed_1038.jpg      , Bedroom
data/Kitchen\kitchen_953.jpg   , Kitchen
data/Bedroom\bed_131.jpg       , Bedroom
data/Livingroom\living_764.jpg , Livingroom
data/Bedroom\bed_247.jpg       , Bedroom
data/Kitchen\kitchen_328.jpg   , Kitchen
data/Livingroom\living_904.jpg , Livingroom
data/Dinning\din_13.jpg        , Dinning
data/Dinning\din_1558.jpg      , Dinning
data/Livingroom\living_1163.jpg, Livingroom
data/Dinning\din_137.jpg       , Dinning
data/Livingroom\living_770.jpg , Livingroom
data/Kitchen\kitchen_577.jpg   , Kitchen
data/Kitchen\kitchen_253.jpg   , Kitchen
data/Bedroom\bed_662.jpg       , Bedroom
data/Kitchen\kitchen_525.jpg   , Kitchen
data/Dinning\din_729.jpg       , Dinning
data/Kitchen\kitchen_529.jpg   , Kitchen
data/Bedroom\bed_145.jpg       , Bedroom
data/Livingroom\living_403.jpg , Livingroom
data/Livingroom\living_537.jpg , Livingroom
data/Dinning\din_1511.jpg      , Dinning
data/Livingroom\living_223.jpg , Livingroom
data/Bedroom\bed_790.jpg       , Bedroom
data/Bedroom\bed_889.jpg       , Bedroom
data/Bedroom\bed_1215.jpg      , Bedroom
data/Kitchen\kitchen_1148.jpg  , Kitchen
data/Bedroom\bed_139.jpg       , Bedroom
data/Dinning\din_999.jpg       , Dinning
data/Bedroom\bed_772.jpg       , Bedroom
data/Dinning\din_942.jpg       , Dinning
data/Kitchen\kitchen_838.jpg   , Kitchen
data/Bedroom\bed_811.jpg       , Bedroom
data/Kitchen\kitchen_857.jpg   , Kitchen
data/Kitchen\kitchen_597.jpg   , Kitchen
data/Kitchen\kitchen_491.jpg   , Kitchen
data/Dinning\din_572.jpg       , Dinning
data/Livingroom\living_1357.jpg, Livingroom
data/Livingroom\living_220.jpg , Livingroom
data/Dinning\din_601.jpg       , Dinning
data/Bathroom\bath_137.jpg     , Bathroom
data/Livingroom\living_1016.jpg, Livingroom
data/Livingroom\living_1391.jpg, Livingroom
data/Bedroom\bed_897.jpg       , Bedroom
data/Livingroom\living_436.jpg , Livingroom
data/Bathroom\bath_262.jpg     , Bathroom
data/Livingroom\living_415.jpg , Livingroom
data/Livingroom\living_1126.jpg, Livingroom
data/Bedroom\bed_581.jpg       , Bedroom
data/Bedroom\bed_1079.jpg      , Bedroom
data/Livingroom\living_1274.jpg, Livingroom
data/Kitchen\kitchen_1238.jpg  , Kitchen
data/Dinning\din_600.jpg       , Dinning
data/Dinning\din_318.jpg       , Dinning
data/Bedroom\bed_230.jpg       , Bedroom
data/Kitchen\kitchen_627.jpg   , Kitchen
data/Bedroom\bed_1224.jpg      , Bedroom
data/Kitchen\kitchen_618.jpg   , Kitchen
data/Bedroom\bed_1002.jpg      , Bedroom
data/Livingroom\living_990.jpg , Livingroom
data/Kitchen\kitchen_479.jpg   , Kitchen
data/Bathroom\bath_1255.jpg    , Bathroom
data/Livingroom\living_40.jpg  , Livingroom
data/Bathroom\bath_950.jpg     , Bathroom
data/Livingroom\living_1288.jpg, Livingroom
data/Dinning\din_1573.jpg      , Dinning
data/Livingroom\living_409.jpg , Livingroom
data/Bedroom\bed_307.jpg       , Bedroom
data/Bedroom\bed_1298.jpg      , Bedroom
data/Kitchen\kitchen_323.jpg   , Kitchen
data/Bathroom\bath_470.jpg     , Bathroom
data/Kitchen\kitchen_930.jpg   , Kitchen
data/Bedroom\bed_1223.jpg      , Bedroom
data/Kitchen\kitchen_53.jpg    , Kitchen
data/Dinning\din_1327.jpg      , Dinning
data/Bathroom\bath_20.jpg      , Bathroom
data/Bathroom\bath_406.jpg     , Bathroom
data/Bedroom\bed_243.jpg       , Bedroom
data/Dinning\din_288.jpg       , Dinning
data/Dinning\din_821.jpg       , Dinning
data/Bedroom\bed_394.jpg       , Bedroom
data/Bedroom\bed_1400.jpg      , Bedroom
data/Dinning\din_370.jpg       , Dinning
data/Bedroom\bed_756.jpg       , Bedroom
data/Kitchen\kitchen_1135.jpg  , Kitchen
data/Livingroom\living_147.jpg , Livingroom
data/Bedroom\bed_932.jpg       , Bedroom
data/Bedroom\bed_803.jpg       , Bedroom
data/Bathroom\bath_550.jpg     , Bathroom
data/Kitchen\kitchen_943.jpg   , Kitchen
data/Kitchen\kitchen_428.jpg   , Kitchen
data/Bedroom\bed_797.jpg       , Bedroom
data/Livingroom\living_1181.jpg, Livingroom
data/Bedroom\bed_633.jpg       , Bedroom
data/Dinning\din_750.jpg       , Dinning
data/Livingroom\living_84.jpg  , Livingroom
data/Kitchen\kitchen_324.jpg   , Kitchen
data/Bedroom\bed_357.jpg       , Bedroom
data/Bathroom\bath_342.jpg     , Bathroom
data/Kitchen\kitchen_693.jpg   , Kitchen
data/Dinning\din_1264.jpg      , Dinning
data/Livingroom\living_73.jpg  , Livingroom
data/Livingroom\living_196.jpg , Livingroom
data/Kitchen\kitchen_971.jpg   , Kitchen
data/Bathroom\bath_1090.jpg    , Bathroom
data/Dinning\din_260.jpg       , Dinning
data/Bathroom\bath_66.jpg      , Bathroom
data/Kitchen\kitchen_78.jpg    , Kitchen
data/Dinning\din_564.jpg       , Dinning
data/Livingroom\living_944.jpg , Livingroom
data/Kitchen\kitchen_1144.jpg  , Kitchen
data/Dinning\din_789.jpg       , Dinning
data/Livingroom\living_801.jpg , Livingroom
data/Bedroom\bed_622.jpg       , Bedroom
data/Bedroom\bed_651.jpg       , Bedroom
data/Bedroom\bed_157.jpg       , Bedroom
data/Bedroom\bed_221.jpg       , Bedroom
data/Bedroom\bed_610.jpg       , Bedroom
data/Bathroom\bath_883.jpg     , Bathroom
data/Bedroom\bed_169.jpg       , Bedroom
data/Kitchen\kitchen_18.jpg    , Kitchen
data/Livingroom\living_1386.jpg, Livingroom
data/Bathroom\bath_1046.jpg    , Bathroom
data/Bedroom\bed_1118.jpg      , Bedroom
data/Kitchen\kitchen_913.jpg   , Kitchen
data/Dinning\din_1540.jpg      , Dinning
data/Livingroom\living_925.jpg , Livingroom
data/Bedroom\bed_563.jpg       , Bedroom
data/Livingroom\living_557.jpg , Livingroom
data/Dinning\din_68.jpg        , Dinning
data/Bathroom\bath_70.jpg      , Bathroom
data/Livingroom\living_861.jpg , Livingroom
data/Dinning\din_651.jpg       , Dinning
data/Bedroom\bed_1323.jpg      , Bedroom
data/Livingroom\living_755.jpg , Livingroom
data/Bedroom\bed_731.jpg       , Bedroom
data/Livingroom\living_1399.jpg, Livingroom
data/Livingroom\living_487.jpg , Livingroom
data/Dinning\din_605.jpg       , Dinning
data/Kitchen\kitchen_609.jpg   , Kitchen
data/Bedroom\bed_733.jpg       , Bedroom
data/Dinning\din_388.jpg       , Dinning
data/Dinning\din_1029.jpg      , Dinning
data/Bedroom\bed_367.jpg       , Bedroom
data/Bedroom\bed_1315.jpg      , Bedroom
data/Dinning\din_1260.jpg      , Dinning
data/Livingroom\living_1335.jpg, Livingroom
data/Bedroom\bed_926.jpg       , Bedroom
data/Bathroom\bath_811.jpg     , Bathroom
data/Livingroom\living_213.jpg , Livingroom
data/Bathroom\bath_156.jpg     , Bathroom
data/Dinning\din_584.jpg       , Dinning
data/Bedroom\bed_641.jpg       , Bedroom
data/Bathroom\bath_725.jpg     , Bathroom
data/Bathroom\bath_464.jpg     , Bathroom
data/Bedroom\bed_34.jpg        , Bedroom
data/Bedroom\bed_933.jpg       , Bedroom
data/Kitchen\kitchen_1022.jpg  , Kitchen
data/Dinning\din_31.jpg        , Dinning
data/Bedroom\bed_914.jpg       , Bedroom
data/Livingroom\living_494.jpg , Livingroom
data/Livingroom\living_550.jpg , Livingroom
data/Kitchen\kitchen_615.jpg   , Kitchen
data/Dinning\din_1316.jpg      , Dinning
data/Livingroom\living_1152.jpg, Livingroom
data/Bedroom\bed_693.jpg       , Bedroom
data/Livingroom\living_410.jpg , Livingroom
data/Bedroom\bed_270.jpg       , Bedroom
